H	T	d	Uc	L
2.50	11.00	6.00	-3.50	24.8518127738
2.50	12.00	6.00	-3.50	31.9179572429
2.50	13.00	6.00	-3.50	22.4751067837
2.50	15.00	6.00	-3.50	63.2318389695
2.50	16.00	6.00	-3.50	68.9888349461
2.50	17.00	6.00	-3.50	74.7228367437
5.00	17.00	6.00	-3.50	83.4085045275
2.50	18.00	6.00	-3.50	80.4393901557
5.00	18.00	6.00	-3.50	92.2370896924
2.50	19.00	6.00	-3.50	86.1418482297
5.00	19.00	6.00	-3.50	98.4682122428
2.50	20.00	6.00	-3.50	91.8324205089
5.00	20.00	6.00	-3.50	112.0265481019
2.50	9.00	8.50	-3.50	19.0675764318
2.50	10.00	8.50	-3.50	41.5293454832
2.50	11.00	8.50	-3.50	49.7105806047
2.50	12.00	8.50	-3.50	23.3554208854
2.50	13.00	8.50	-3.50	64.9884410382
2.50	14.00	8.50	-3.50	72.2005246181
5.00	14.00	8.50	-3.50	55.3302744785
2.50	15.00	8.50	-3.50	79.3072844858
5.00	15.00	8.50	-3.50	84.7669287538
2.50	16.00	8.50	-3.50	86.3487939000
5.00	16.00	8.50	-3.50	99.1811180267
2.50	17.00	8.50	-3.50	93.3494620753
5.00	17.00	8.50	-3.50	107.1964788889
2.50	18.00	8.50	-3.50	100.3242954337
5.00	18.00	8.50	-3.50	115.1459444071
2.50	19.00	8.50	-3.50	107.2824852687
5.00	19.00	8.50	-3.50	122.9578320874
2.50	20.00	8.50	-3.50	114.2295949173
5.00	20.00	8.50	-3.50	131.2964350287
2.50	10.00	11.00	-3.50	48.4987581966
2.50	11.00	11.00	-3.50	58.6960471163
2.50	12.00	11.00	-3.50	18.5299066618
5.00	12.00	11.00	-3.50	41.0220092353
2.50	13.00	11.00	-3.50	76.7904497564
5.00	13.00	11.00	-3.50	80.2762581045
2.50	14.00	11.00	-3.50	85.3457740603
5.00	14.00	11.00	-3.50	92.9803140336
7.50	14.00	11.00	-3.50	98.2117469420
2.50	15.00	11.00	-3.50	93.7250160052
5.00	15.00	11.00	-3.50	102.0709612591
7.50	15.00	11.00	-3.50	104.9838782004
2.50	16.00	11.00	-3.50	101.9871255009
5.00	16.00	11.00	-3.50	111.1533379614
7.50	16.00	11.00	-3.50	115.5766997043
2.50	17.00	11.00	-3.50	110.1703983822
5.00	17.00	11.00	-3.50	120.7658933213
7.50	17.00	11.00	-3.50	124.8493467459
2.50	18.00	11.00	-3.50	118.3004987760
5.00	18.00	11.00	-3.50	129.8248730154
7.50	18.00	11.00	-3.50	135.3428056404
2.50	19.00	11.00	-3.50	126.3949016798
5.00	19.00	11.00	-3.50	138.8769098472
7.50	19.00	11.00	-3.50	153.2640177370
2.50	20.00	11.00	-3.50	134.4655602798
5.00	20.00	11.00	-3.50	147.9227079904
7.50	20.00	11.00	-3.50	163.1089798689
2.50	9.00	13.50	-3.50	21.4075121052
2.50	10.00	13.50	-3.50	54.1724336929
2.50	11.00	13.50	-3.50	66.0253183270
2.50	12.00	13.50	-3.50	76.8581627564
5.00	12.00	13.50	-3.50	81.9661330695
2.50	13.00	13.50	-3.50	87.1056883427
5.00	13.00	13.50	-3.50	92.3113563794
7.50	13.00	13.50	-3.50	94.6863192695
2.50	14.00	13.50	-3.50	96.9824110437
5.00	14.00	13.50	-3.50	102.5254244700
7.50	14.00	13.50	-3.50	106.6995174178
2.50	15.00	13.50	-3.50	106.6102732866
5.00	15.00	13.50	-3.50	113.1779743403
7.50	15.00	13.50	-3.50	115.6772583348
10.00	15.00	13.50	-3.50	112.7555497097
2.50	16.00	13.50	-3.50	116.0651827033
5.00	16.00	13.50	-3.50	123.2716129700
7.50	16.00	13.50	-3.50	126.4746437732
10.00	16.00	13.50	-3.50	137.2716778992
2.50	17.00	13.50	-3.50	125.3973860831
5.00	17.00	13.50	-3.50	133.3289538226
7.50	17.00	13.50	-3.50	143.7943538984
10.00	17.00	13.50	-3.50	145.4482107822
2.50	18.00	13.50	-3.50	134.6415831324
5.00	18.00	13.50	-3.50	143.3637066029
7.50	18.00	13.50	-3.50	154.6196785101
10.00	18.00	13.50	-3.50	154.0520053421
2.50	19.00	13.50	-3.50	143.8224352870
5.00	19.00	13.50	-3.50	153.3843257074
7.50	19.00	13.50	-3.50	165.3945841828
10.00	19.00	13.50	-3.50	168.5021550696
2.50	20.00	13.50	-3.50	152.9577942599
5.00	20.00	13.50	-3.50	163.3958264019
7.50	20.00	13.50	-3.50	176.2124965179
10.00	20.00	13.50	-3.50	179.6547472256
2.50	9.00	18.50	-3.50	24.0131935247
2.50	10.00	18.50	-3.50	61.8508262476
2.50	11.00	18.50	-3.50	77.2025251653
2.50	12.00	18.50	-3.50	91.0831806843
5.00	12.00	18.50	-3.50	94.6249515769
7.50	12.00	18.50	-3.50	98.1778730837
2.50	13.00	18.50	-3.50	104.0882495125
5.00	13.00	18.50	-3.50	107.7839385944
7.50	13.00	18.50	-3.50	110.7132100241
10.00	13.00	18.50	-3.50	115.0835327535
2.50	14.00	18.50	-3.50	116.5226331569
5.00	14.00	18.50	-3.50	120.2976301342
7.50	14.00	18.50	-3.50	125.6800924516
10.00	14.00	18.50	-3.50	125.7912805694
2.50	15.00	18.50	-3.50	128.5619723804
5.00	15.00	18.50	-3.50	132.5650811042
7.50	15.00	18.50	-3.50	138.3342292871
10.00	15.00	18.50	-3.50	141.7333871148
12.50	15.00	18.50	-3.50	136.7101561491
2.50	16.00	18.50	-3.50	140.3163363493
5.00	16.00	18.50	-3.50	144.6570631495
7.50	16.00	18.50	-3.50	150.8712870546
10.00	16.00	18.50	-3.50	154.0729481010
12.50	16.00	18.50	-3.50	158.7875916303
2.50	17.00	18.50	-3.50	151.8590939159
5.00	17.00	18.50	-3.50	156.6245057134
7.50	17.00	18.50	-3.50	163.3768558161
10.00	17.00	18.50	-3.50	165.4422966963
12.50	17.00	18.50	-3.50	171.8149730891
2.50	18.00	18.50	-3.50	163.2414835155
5.00	18.00	18.50	-3.50	168.5040917374
7.50	18.00	18.50	-3.50	176.5878948137
10.00	18.00	18.50	-3.50	185.7061431399
12.50	18.00	18.50	-3.50	185.9678325050
2.50	19.00	18.50	-3.50	174.5005977770
5.00	19.00	18.50	-3.50	180.3222763339
7.50	19.00	18.50	-3.50	189.0765965487
10.00	19.00	18.50	-3.50	198.8581356303
12.50	19.00	18.50	-3.50	198.8950131018
15.00	19.00	18.50	-3.50	213.7919013096
2.50	20.00	18.50	-3.50	185.6640516804
5.00	20.00	18.50	-3.50	192.0980980546
7.50	20.00	18.50	-3.50	201.5573846980
10.00	20.00	18.50	-3.50	211.9711403352
12.50	20.00	18.50	-3.50	211.9029157188
15.00	20.00	18.50	-3.50	224.7465962182
2.50	9.00	16.00	-3.50	23.4900086531
2.50	10.00	16.00	-3.50	58.5045093117
2.50	11.00	16.00	-3.50	72.1295611797
2.50	12.00	16.00	-3.50	84.5009914483
5.00	12.00	16.00	-3.50	88.6461790039
7.50	12.00	16.00	-3.50	76.6783634419
2.50	13.00	16.00	-3.50	96.1414582479
5.00	13.00	16.00	-3.50	100.2371139181
7.50	13.00	16.00	-3.50	103.9071056032
2.50	14.00	16.00	-3.50	107.3115348319
5.00	14.00	16.00	-3.50	111.9871381358
7.50	14.00	16.00	-3.50	115.0396118358
10.00	14.00	16.00	-3.50	118.2328418477
2.50	15.00	16.00	-3.50	118.1598779570
5.00	15.00	16.00	-3.50	123.1915361345
7.50	15.00	16.00	-3.50	130.3305598538
10.00	15.00	16.00	-3.50	131.1921929839
2.50	16.00	16.00	-3.50	128.7792818604
5.00	16.00	16.00	-3.50	134.2823372334
7.50	16.00	16.00	-3.50	141.9954241924
10.00	16.00	16.00	-3.50	143.7744285498
2.50	17.00	16.00	-3.50	139.2314635800
5.00	17.00	16.00	-3.50	145.2965589830
7.50	17.00	16.00	-3.50	153.6647614316
10.00	17.00	16.00	-3.50	155.3458310417
12.50	17.00	16.00	-3.50	164.8605835224
2.50	18.00	16.00	-3.50	149.5594150310
5.00	18.00	16.00	-3.50	156.2598874869
7.50	18.00	16.00	-3.50	165.3408375988
10.00	18.00	16.00	-3.50	166.9653083177
12.50	18.00	16.00	-3.50	174.7660651189
2.50	19.00	16.00	-3.50	159.7941279375
5.00	19.00	16.00	-3.50	167.1899266548
7.50	19.00	16.00	-3.50	177.0236886492
10.00	19.00	16.00	-3.50	179.5280865755
12.50	19.00	16.00	-3.50	186.4223075783
2.50	20.00	16.00	-3.50	169.9585143348
5.00	20.00	16.00	-3.50	178.0985468660
7.50	20.00	16.00	-3.50	189.3978553288
10.00	20.00	16.00	-3.50	201.4917268719
12.50	20.00	16.00	-3.50	197.6419847148
2.50	9.00	21.00	-3.50	23.5088587644
2.50	10.00	21.00	-3.50	64.3902486127
2.50	11.00	21.00	-3.50	81.4023187750
5.00	11.00	21.00	-3.50	56.6025863960
7.50	11.00	21.00	-3.50	54.9544076423
2.50	12.00	21.00	-3.50	96.7593581715
5.00	12.00	21.00	-3.50	99.9057276697
7.50	12.00	21.00	-3.50	103.1722068088
2.50	13.00	21.00	-3.50	111.1014503786
5.00	13.00	21.00	-3.50	114.2732528159
7.50	13.00	21.00	-3.50	117.5679624258
10.00	13.00	21.00	-3.50	118.5110395460
2.50	14.00	21.00	-3.50	124.7726710997
5.00	14.00	21.00	-3.50	127.9341636092
7.50	14.00	21.00	-3.50	132.4648389198
10.00	14.00	21.00	-3.50	135.8842511594
2.50	15.00	21.00	-3.50	137.9749581415
5.00	15.00	21.00	-3.50	141.2693679506
7.50	15.00	21.00	-3.50	145.9981688862
10.00	15.00	21.00	-3.50	149.1604459651
12.50	15.00	21.00	-3.50	154.1266931327
2.50	16.00	21.00	-3.50	150.8358538372
5.00	16.00	21.00	-3.50	154.3660976544
7.50	16.00	21.00	-3.50	159.4185479786
10.00	16.00	21.00	-3.50	161.9856825091
12.50	16.00	21.00	-3.50	164.5524703021
2.50	17.00	21.00	-3.50	163.4406666219
5.00	17.00	21.00	-3.50	167.2878824061
7.50	17.00	21.00	-3.50	173.4599799580
10.00	17.00	21.00	-3.50	180.6069341196
12.50	17.00	21.00	-3.50	183.1537932475
15.00	17.00	21.00	-3.50	184.3613619106
2.50	18.00	21.00	-3.50	175.8490775243
5.00	18.00	21.00	-3.50	180.0812589524
7.50	18.00	21.00	-3.50	186.7791518755
10.00	18.00	21.00	-3.50	194.4706611575
12.50	18.00	21.00	-3.50	194.3125838900
15.00	18.00	21.00	-3.50	205.3023179391
2.50	19.00	21.00	-3.50	188.1043552803
5.00	19.00	21.00	-3.50	192.7806136167
7.50	19.00	21.00	-3.50	200.0624771540
10.00	19.00	21.00	-3.50	208.3496537044
12.50	19.00	21.00	-3.50	207.9431960124
15.00	19.00	21.00	-3.50	216.5655317041
2.50	20.00	21.00	-3.50	200.2387826791
5.00	20.00	21.00	-3.50	205.4115221354
7.50	20.00	21.00	-3.50	213.3228043818
10.00	20.00	21.00	-3.50	222.2418427272
12.50	20.00	21.00	-3.50	223.3101057372
15.00	20.00	21.00	-3.50	231.8254285376
2.50	9.00	23.50	-3.50	22.9821785545
2.50	10.00	23.50	-3.50	66.2783952475
5.00	11.00	23.50	-3.50	36.5303406069
7.50	11.00	23.50	-3.50	71.3981893768
2.50	12.00	23.50	-3.50	101.6536137632
5.00	12.00	23.50	-3.50	104.7696774972
7.50	12.00	23.50	-3.50	107.6385066140
10.00	12.00	23.50	-3.50	91.5179513508
2.50	13.00	23.50	-3.50	117.3054021038
5.00	13.00	23.50	-3.50	120.1134235704
7.50	13.00	23.50	-3.50	124.1087472141
10.00	13.00	23.50	-3.50	127.6364812781
2.50	14.00	23.50	-3.50	132.1880169640
5.00	14.00	23.50	-3.50	134.9177898003
7.50	14.00	23.50	-3.50	138.8406058734
10.00	14.00	23.50	-3.50	142.0015470446
12.50	14.00	23.50	-3.50	146.2387619099
2.50	15.00	23.50	-3.50	146.5275992811
5.00	15.00	23.50	-3.50	149.3188956991
7.50	15.00	23.50	-3.50	153.3431403015
10.00	15.00	23.50	-3.50	156.2137994148
12.50	15.00	23.50	-3.50	157.3938508306
2.50	16.00	23.50	-3.50	160.4688839119
5.00	16.00	23.50	-3.50	163.4191374489
7.50	16.00	23.50	-3.50	168.2482668399
10.00	16.00	23.50	-3.50	173.9160515860
12.50	16.00	23.50	-3.50	176.7088247908
15.00	16.00	23.50	-3.50	176.9928009908
2.50	17.00	23.50	-3.50	174.1092694504
5.00	17.00	23.50	-3.50	177.2938107513
7.50	17.00	23.50	-3.50	182.4760734226
10.00	17.00	23.50	-3.50	188.5364202693
12.50	17.00	23.50	-3.50	190.9467655386
15.00	17.00	23.50	-3.50	193.2148654429
2.50	18.00	23.50	-3.50	187.5170882470
5.00	18.00	23.50	-3.50	190.9985680407
7.50	18.00	23.50	-3.50	196.6115334662
10.00	18.00	23.50	-3.50	203.1382241116
12.50	18.00	23.50	-3.50	204.9629739343
15.00	18.00	23.50	-3.50	206.6532422336
2.50	19.00	23.50	-3.50	200.7419501190
5.00	19.00	23.50	-3.50	204.5750198708
7.50	19.00	23.50	-3.50	210.6817132163
10.00	19.00	23.50	-3.50	217.7344511023
12.50	19.00	23.50	-3.50	226.8845040355
15.00	19.00	23.50	-3.50	225.2659876584
2.50	20.00	23.50	-3.50	213.8209038862
5.00	20.00	23.50	-3.50	218.0546290700
7.50	20.00	23.50	-3.50	224.7067228631
10.00	20.00	23.50	-3.50	233.2492994202
12.50	20.00	23.50	-3.50	242.0676472056
15.00	20.00	23.50	-3.50	240.0657648833
2.50	9.00	26.00	-3.50	22.3783705228
2.50	10.00	26.00	-3.50	67.6517565318
2.50	11.00	26.00	-3.50	23.3782420320
5.00	11.00	26.00	-3.50	38.3510560815
7.50	11.00	26.00	-3.50	62.7468371932
2.50	12.00	26.00	-3.50	105.8672431655
5.00	12.00	26.00	-3.50	108.7830493462
7.50	12.00	26.00	-3.50	111.5623284991
10.00	12.00	26.00	-3.50	96.8323471614
2.50	13.00	26.00	-3.50	122.8004211471
5.00	13.00	26.00	-3.50	125.3494480586
7.50	13.00	26.00	-3.50	128.9803438353
10.00	13.00	26.00	-3.50	132.4002337734
2.50	14.00	26.00	-3.50	138.8705429850
5.00	14.00	26.00	-3.50	141.2880073487
7.50	14.00	26.00	-3.50	144.7676870407
10.00	14.00	26.00	-3.50	147.8590263637
12.50	14.00	26.00	-3.50	148.0944475456
2.50	15.00	26.00	-3.50	154.3241373981
5.00	15.00	26.00	-3.50	156.7484323474
7.50	15.00	26.00	-3.50	160.7314384260
10.00	15.00	26.00	-3.50	165.3442486384
12.50	15.00	26.00	-3.50	168.4951576616
15.00	15.00	26.00	-3.50	168.0104736992
2.50	16.00	26.00	-3.50	169.3222047347
5.00	16.00	26.00	-3.50	171.8467948722
7.50	16.00	26.00	-3.50	176.0012743617
10.00	16.00	26.00	-3.50	180.8159219974
12.50	16.00	26.00	-3.50	183.6861574086
15.00	16.00	26.00	-3.50	186.4180402299
2.50	17.00	26.00	-3.50	183.9741315608
5.00	17.00	26.00	-3.50	186.6694987757
7.50	17.00	26.00	-3.50	191.0923818686
10.00	17.00	26.00	-3.50	196.2075568317
12.50	17.00	26.00	-3.50	198.3711568832
15.00	17.00	26.00	-3.50	199.2821419961
2.50	18.00	26.00	-3.50	198.3570210656
5.00	18.00	26.00	-3.50	201.2808680524
7.50	18.00	26.00	-3.50	206.0495581517
10.00	18.00	26.00	-3.50	211.5456789065
12.50	18.00	26.00	-3.50	219.1681160597
15.00	18.00	26.00	-3.50	221.0128293183
2.50	19.00	26.00	-3.50	212.5269784349
5.00	19.00	26.00	-3.50	215.7293225746
7.50	19.00	26.00	-3.50	220.9078106216
10.00	19.00	26.00	-3.50	227.8166873870
12.50	19.00	26.00	-3.50	234.9913204588
15.00	19.00	26.00	-3.50	236.6400288157
2.50	20.00	26.00	-3.50	226.5259495352
5.00	20.00	26.00	-3.50	230.0517866915
7.50	20.00	26.00	-3.50	235.6940192453
10.00	20.00	26.00	-3.50	243.1261740921
12.50	20.00	26.00	-3.50	250.8106708172
15.00	20.00	26.00	-3.50	248.7933522798
2.50	9.00	28.50	-3.50	21.8150233124
2.50	10.00	28.50	-3.50	68.6287945791
2.50	11.00	28.50	-3.50	22.7511321310
2.50	12.00	28.50	-3.50	109.4849238609
5.00	12.00	28.50	-3.50	112.2636521052
10.00	12.00	28.50	-3.50	99.1153674691
2.50	13.00	28.50	-3.50	127.6688347339
5.00	13.00	28.50	-3.50	130.0301514949
7.50	13.00	28.50	-3.50	133.3965731913
10.00	13.00	28.50	-3.50	136.7074409076
12.50	13.00	28.50	-3.50	136.6206502746
2.50	14.00	28.50	-3.50	144.9033435350
5.00	14.00	28.50	-3.50	147.0897450037
7.50	14.00	28.50	-3.50	150.2403858038
10.00	14.00	28.50	-3.50	153.2387065180
12.50	14.00	28.50	-3.50	158.3989415307
2.50	15.00	28.50	-3.50	161.4496032818
5.00	15.00	28.50	-3.50	163.5998289619
7.50	15.00	28.50	-3.50	167.1356967039
10.00	15.00	28.50	-3.50	171.2433245695
12.50	15.00	28.50	-3.50	174.3995153619
15.00	15.00	28.50	-3.50	177.6659435889
2.50	16.00	28.50	-3.50	177.4831819967
5.00	16.00	28.50	-3.50	179.6881466921
7.50	16.00	28.50	-3.50	183.3264645476
10.00	16.00	28.50	-3.50	187.5562360614
12.50	16.00	28.50	-3.50	190.2735122063
15.00	16.00	28.50	-3.50	190.1809275077
2.50	17.00	28.50	-3.50	193.1250285111
5.00	17.00	28.50	-3.50	195.4514731535
7.50	17.00	28.50	-3.50	199.2874648861
10.00	17.00	28.50	-3.50	203.7425904944
12.50	17.00	28.50	-3.50	210.0460377570
15.00	17.00	28.50	-3.50	212.4907761132
2.50	18.00	28.50	-3.50	208.4609958426
5.00	18.00	28.50	-3.50	210.9624632324
7.50	18.00	28.50	-3.50	215.0717604689
10.00	18.00	28.50	-3.50	220.6816362591
12.50	18.00	28.50	-3.50	226.5355692087
15.00	18.00	28.50	-3.50	228.5209200722
2.50	19.00	28.50	-3.50	223.5537816763
5.00	19.00	28.50	-3.50	226.2761065734
7.50	19.00	28.50	-3.50	230.7215274958
10.00	19.00	28.50	-3.50	236.7408660347
12.50	19.00	28.50	-3.50	243.0079933125
15.00	19.00	28.50	-3.50	244.0752972478
2.50	20.00	28.50	-3.50	238.4503457125
5.00	20.00	28.50	-3.50	241.4345534114
7.50	20.00	28.50	-3.50	246.2697963047
10.00	20.00	28.50	-3.50	252.7512366191
12.50	20.00	28.50	-3.50	259.4831208728
15.00	20.00	28.50	-3.50	268.1824122416
2.50	10.00	31.00	-3.50	69.3094712497
2.50	11.00	31.00	-3.50	18.1768794585
7.50	11.00	31.00	-3.50	98.4918200972
2.50	12.00	31.00	-3.50	112.5791686890
5.00	12.00	31.00	-3.50	115.2651934081
7.50	12.00	31.00	-3.50	119.0085925915
10.00	12.00	31.00	-3.50	122.6117821760
2.50	13.00	31.00	-3.50	131.9795496961
5.00	13.00	31.00	-3.50	134.2032941337
7.50	13.00	31.00	-3.50	137.3759068853
10.00	13.00	31.00	-3.50	140.5375253260
12.50	13.00	31.00	-3.50	140.4394301774
2.50	14.00	31.00	-3.50	150.3552444393
5.00	14.00	31.00	-3.50	152.3676403243
7.50	14.00	31.00	-3.50	155.6421499275
10.00	14.00	31.00	-3.50	159.4397605007
12.50	14.00	31.00	-3.50	162.9446274222
15.00	14.00	31.00	-3.50	161.8025742091
2.50	15.00	31.00	-3.50	167.9741954517
5.00	15.00	31.00	-3.50	169.9156677366
7.50	15.00	31.00	-3.50	173.1081937326
10.00	15.00	31.00	-3.50	176.8236380980
12.50	15.00	31.00	-3.50	179.9519360542
15.00	15.00	31.00	-3.50	178.8990645586
2.50	16.00	31.00	-3.50	185.0239696761
5.00	16.00	31.00	-3.50	186.9840735987
7.50	16.00	31.00	-3.50	190.2223306264
10.00	16.00	31.00	-3.50	193.9953231704
12.50	16.00	31.00	-3.50	196.7378845937
15.00	16.00	31.00	-3.50	202.2016942465
2.50	17.00	31.00	-3.50	201.6362745715
5.00	17.00	31.00	-3.50	203.6790239311
7.50	17.00	31.00	-3.50	207.0564986041
12.50	17.00	31.00	-3.50	216.5960516841
15.00	17.00	31.00	-3.50	219.0331596525
2.50	18.00	31.00	-3.50	217.9055187553
5.00	18.00	31.00	-3.50	220.0811291891
7.50	18.00	31.00	-3.50	223.6711879534
10.00	18.00	31.00	-3.50	228.6100901272
12.50	18.00	31.00	-3.50	233.7735860370
15.00	18.00	31.00	-3.50	235.4926785340
2.50	19.00	31.00	-3.50	233.9010077599
5.00	19.00	31.00	-3.50	236.2517710741
7.50	19.00	31.00	-3.50	240.1151186519
10.00	19.00	31.00	-3.50	245.3991455924
12.50	19.00	31.00	-3.50	250.9147956860
15.00	19.00	31.00	-3.50	258.2658097152
2.50	20.00	31.00	-3.50	249.6747949447
5.00	20.00	31.00	-3.50	252.2381960157
7.50	20.00	31.00	-3.50	256.4269428635
10.00	20.00	31.00	-3.50	262.1117038756
12.50	20.00	31.00	-3.50	268.0351924109
15.00	20.00	31.00	-3.50	275.8538141435
2.50	9.00	33.50	-3.50	20.8548670990
2.50	10.00	33.50	-3.50	69.7749076022
2.50	11.00	33.50	-3.50	24.0058511443
5.00	11.00	33.50	-3.50	42.3455802911
7.50	11.00	33.50	-3.50	99.8655330161
2.50	12.00	33.50	-3.50	115.2134174753
5.00	12.00	33.50	-3.50	117.8385870994
7.50	12.00	33.50	-3.50	121.4983009981
10.00	12.00	33.50	-3.50	124.9684814249
2.50	13.00	33.50	-3.50	135.7913898481
5.00	13.00	33.50	-3.50	137.9138300062
7.50	13.00	33.50	-3.50	140.9437668048
10.00	13.00	33.50	-3.50	144.0369133471
12.50	13.00	33.50	-3.50	143.8942818054
2.50	14.00	33.50	-3.50	155.2841884903
5.00	14.00	33.50	-3.50	157.1637827205
7.50	14.00	33.50	-3.50	160.2188601268
10.00	14.00	33.50	-3.50	163.7659368667
12.50	14.00	33.50	-3.50	167.2240878241
15.00	14.00	33.50	-3.50	165.7982330504
2.50	15.00	33.50	-3.50	173.9566534731
5.00	15.00	33.50	-3.50	175.7365010348
7.50	15.00	33.50	-3.50	178.6618905139
10.00	15.00	33.50	-3.50	182.0717712675
12.50	15.00	33.50	-3.50	185.1747102608
15.00	15.00	33.50	-3.50	184.0441156834
2.50	16.00	33.50	-3.50	192.0048360863
5.00	16.00	33.50	-3.50	193.7740863798
7.50	16.00	33.50	-3.50	196.6982087720
10.00	16.00	33.50	-3.50	200.1111172061
12.50	16.00	33.50	-3.50	204.8685662386
15.00	16.00	33.50	-3.50	207.9494943873
2.50	17.00	33.50	-3.50	209.5699745878
5.00	17.00	33.50	-3.50	211.3907700036
7.50	17.00	33.50	-3.50	214.4057539454
10.00	17.00	33.50	-3.50	218.5798813065
12.50	17.00	33.50	-3.50	222.8526293288
15.00	17.00	33.50	-3.50	225.3784170424
2.50	18.00	33.50	-3.50	226.7546400708
5.00	18.00	33.50	-3.50	228.6746206342
7.50	18.00	33.50	-3.50	231.8516409092
10.00	18.00	33.50	-3.50	236.2438135217
12.50	18.00	33.50	-3.50	240.7364951374
15.00	18.00	33.50	-3.50	244.2691768524
2.50	19.00	33.50	-3.50	243.6346632795
5.00	19.00	33.50	-3.50	245.6932188492
7.50	19.00	33.50	-3.50	249.0906196793
10.00	19.00	33.50	-3.50	253.7690539176
12.50	19.00	33.50	-3.50	258.5512171610
15.00	19.00	33.50	-3.50	265.2679269137
2.50	20.00	33.50	-3.50	260.2672215690
5.00	20.00	33.50	-3.50	262.4988158045
7.50	20.00	33.50	-3.50	266.1665563700
10.00	20.00	33.50	-3.50	271.1879055332
12.50	20.00	33.50	-3.50	277.4384056267
15.00	20.00	33.50	-3.50	283.4574515102
2.50	9.00	36.00	-3.50	20.4888531065
2.50	10.00	36.00	-3.50	70.0881799702
5.00	11.00	36.00	-3.50	35.4076361147
2.50	12.00	36.00	-3.50	117.4441257491
5.00	12.00	36.00	-3.50	120.0315864065
7.50	12.00	36.00	-3.50	123.6393797108
10.00	12.00	36.00	-3.50	127.0102795822
2.50	13.00	36.00	-3.50	139.1555105507
5.00	13.00	36.00	-3.50	141.2034918924
7.50	13.00	36.00	-3.50	144.1286443867
10.00	13.00	36.00	-3.50	147.1865228651
12.50	13.00	36.00	-3.50	146.9995425752
2.50	14.00	36.00	-3.50	159.7397457325
5.00	14.00	36.00	-3.50	161.5170253218
7.50	14.00	36.00	-3.50	164.4026479194
10.00	14.00	36.00	-3.50	167.7576456606
12.50	14.00	36.00	-3.50	171.1688722841
15.00	14.00	36.00	-3.50	169.7042894846
2.50	15.00	36.00	-3.50	179.4468041323
5.00	15.00	36.00	-3.50	181.0998405712
7.50	15.00	36.00	-3.50	183.8149906494
10.00	15.00	36.00	-3.50	186.9844006865
12.50	15.00	36.00	-3.50	190.0639184223
15.00	15.00	36.00	-3.50	194.8980449284
2.50	16.00	36.00	-3.50	198.4767192821
5.00	16.00	36.00	-3.50	200.0950015476
7.50	16.00	36.00	-3.50	202.7694545631
10.00	16.00	36.00	-3.50	206.4666563532
12.50	16.00	36.00	-3.50	210.2594765000
15.00	16.00	36.00	-3.50	213.3705075822
2.50	17.00	36.00	-3.50	216.9785691790
5.00	17.00	36.00	-3.50	218.6230664851
7.50	17.00	36.00	-3.50	221.3481102557
10.00	17.00	36.00	-3.50	225.1272245445
12.50	17.00	36.00	-3.50	229.0008971543
15.00	17.00	36.00	-3.50	231.6648793623
2.50	18.00	36.00	-3.50	235.0624728748
5.00	18.00	36.00	-3.50	236.7788875390
7.50	18.00	36.00	-3.50	239.6238306716
10.00	18.00	36.00	-3.50	243.5690339653
12.50	18.00	36.00	-3.50	247.6100841186
15.00	18.00	36.00	-3.50	253.3510483750
2.50	19.00	36.00	-3.50	252.8105928839
5.00	19.00	36.00	-3.50	254.6359866678
7.50	19.00	36.00	-3.50	257.6569236773
10.00	19.00	36.00	-3.50	261.8360194629
12.50	19.00	36.00	-3.50	266.1142741101
15.00	19.00	36.00	-3.50	272.1796079202
2.50	20.00	36.00	-3.50	270.2852028713
5.00	20.00	36.00	-3.50	272.2515215727
7.50	20.00	36.00	-3.50	275.4961456153
10.00	20.00	36.00	-3.50	279.9656305876
12.50	20.00	36.00	-3.50	285.5769408226
15.00	20.00	36.00	-3.50	290.9715798753
2.50	9.00	41.00	-3.50	19.9224774954
2.50	10.00	41.00	-3.50	70.4333458767
2.50	11.00	41.00	-3.50	19.6420486503
5.00	11.00	41.00	-3.50	99.6577788255
7.50	11.00	41.00	-3.50	69.4875762730
2.50	12.00	41.00	-3.50	120.8934978761
5.00	12.00	41.00	-3.50	123.4514944330
7.50	12.00	41.00	-3.50	127.0185389306
10.00	12.00	41.00	-3.50	130.1715692619
2.50	13.00	41.00	-3.50	144.7168369087
5.00	13.00	41.00	-3.50	146.6718232521
7.50	13.00	41.00	-3.50	149.7727920956
12.50	13.00	41.00	-3.50	156.9372612128
2.50	14.00	41.00	-3.50	167.3978188324
5.00	14.00	41.00	-3.50	169.0342575500
7.50	14.00	41.00	-3.50	171.6859450263
10.00	14.00	41.00	-3.50	174.7768877266
12.50	14.00	41.00	-3.50	178.0109229036
15.00	14.00	41.00	-3.50	176.6388802322
2.50	15.00	41.00	-3.50	189.1159618504
5.00	15.00	41.00	-3.50	190.5880654094
7.50	15.00	41.00	-3.50	193.0024578859
10.00	15.00	41.00	-3.50	195.8283997666
12.50	15.00	41.00	-3.50	199.7155611376
15.00	15.00	41.00	-3.50	203.2811663242
2.50	16.00	41.00	-3.50	210.0618671124
5.00	16.00	41.00	-3.50	211.4613671758
7.50	16.00	41.00	-3.50	213.7725398281
10.00	16.00	41.00	-3.50	216.9658486541
12.50	16.00	41.00	-3.50	220.2526354147
