H	T	d	Uc	L
12.50	20.00	73.50	-2.50	408.7547596911
15.00	20.00	73.50	-2.50	411.1375117104
2.50	8.00	78.50	-2.50	54.6553261949
2.50	9.00	78.50	-2.50	76.1249947607
5.00	9.00	78.50	-2.50	79.8473819857
7.50	9.00	78.50	-2.50	80.8868125847
2.50	10.00	78.50	-2.50	100.8107147000
5.00	10.00	78.50	-2.50	103.6515800675
7.50	10.00	78.50	-2.50	105.6023177126
10.00	10.00	78.50	-2.50	107.3527383981
2.50	11.00	78.50	-2.50	128.5013228932
5.00	11.00	78.50	-2.50	130.6201937694
7.50	11.00	78.50	-2.50	133.6232342967
10.00	11.00	78.50	-2.50	135.9953615337
12.50	11.00	78.50	-2.50	136.3914156142
2.50	12.00	78.50	-2.50	158.7378773980
5.00	12.00	78.50	-2.50	160.3605926458
7.50	12.00	78.50	-2.50	162.9484770618
10.00	12.00	78.50	-2.50	165.9689002934
12.50	12.00	78.50	-2.50	168.7999273007
15.00	12.00	78.50	-2.50	167.6476768302
2.50	13.00	78.50	-2.50	190.7115219155
5.00	13.00	78.50	-2.50	191.9860155679
7.50	13.00	78.50	-2.50	194.0502386679
10.00	13.00	78.50	-2.50	196.8262554173
12.50	13.00	78.50	-2.50	199.7330369969
15.00	13.00	78.50	-2.50	203.1807640936
2.50	14.00	78.50	-2.50	223.4989518738
5.00	14.00	78.50	-2.50	224.5309106792
7.50	14.00	78.50	-2.50	226.2187953718
10.00	14.00	78.50	-2.50	228.5191759622
12.50	14.00	78.50	-2.50	230.9310962603
15.00	14.00	78.50	-2.50	234.1387278835
2.50	15.00	78.50	-2.50	256.3704573862
5.00	15.00	78.50	-2.50	257.2368024890
7.50	15.00	78.50	-2.50	258.6628809260
10.00	15.00	78.50	-2.50	260.6238841564
12.50	15.00	78.50	-2.50	263.0885027597
15.00	15.00	78.50	-2.50	265.4542259371
2.50	16.00	78.50	-2.50	288.8961337816
5.00	16.00	78.50	-2.50	289.6518340628
7.50	16.00	78.50	-2.50	290.9010548333
10.00	16.00	78.50	-2.50	292.6292422133
12.50	16.00	78.50	-2.50	294.8175896933
15.00	16.00	78.50	-2.50	297.4442697242
2.50	17.00	78.50	-2.50	320.8836897777
5.00	17.00	78.50	-2.50	321.5676452808
7.50	17.00	78.50	-2.50	322.7014875819
10.00	17.00	78.50	-2.50	324.2764967732
12.50	17.00	78.50	-2.50	326.2812092422
15.00	17.00	78.50	-2.50	328.7020188340
2.50	18.00	78.50	-2.50	352.2810974681
5.00	18.00	78.50	-2.50	352.9211510750
7.50	18.00	78.50	-2.50	353.9842537735
10.00	18.00	78.50	-2.50	355.4651145831
12.50	18.00	78.50	-2.50	357.3566731071
15.00	18.00	78.50	-2.50	359.6503779104
2.50	19.00	78.50	-2.50	383.1055476828
5.00	19.00	78.50	-2.50	383.7221962517
7.50	19.00	78.50	-2.50	384.7477327973
10.00	19.00	78.50	-2.50	386.1789177319
12.50	19.00	78.50	-2.50	388.0113532186
15.00	19.00	78.50	-2.50	390.2395840001
2.50	20.00	78.50	-2.50	413.4031101472
5.00	20.00	78.50	-2.50	414.0120234209
7.50	20.00	78.50	-2.50	415.0255126000
10.00	20.00	78.50	-2.50	416.4415411978
12.50	20.00	78.50	-2.50	418.2572745207
15.00	20.00	78.50	-2.50	420.4690746234
2.50	8.00	76.00	-2.50	54.6553238613
2.50	9.00	76.00	-2.50	76.1246774303
5.00	9.00	76.00	-2.50	79.8464458111
7.50	9.00	76.00	-2.50	80.8873527569
2.50	10.00	76.00	-2.50	100.8040639340
5.00	10.00	76.00	-2.50	103.6437723039
7.50	10.00	76.00	-2.50	105.6447616276
10.00	10.00	76.00	-2.50	107.3451702042
2.50	11.00	76.00	-2.50	128.4519895450
5.00	11.00	76.00	-2.50	130.5678041416
7.50	11.00	76.00	-2.50	133.5659354463
10.00	11.00	76.00	-2.50	136.0122119557
12.50	11.00	76.00	-2.50	136.3329546767
2.50	12.00	76.00	-2.50	158.5448502614
5.00	12.00	76.00	-2.50	160.1633568610
7.50	12.00	76.00	-2.50	162.7447239086
10.00	12.00	76.00	-2.50	165.7567222844
12.50	12.00	76.00	-2.50	168.6797391084
15.00	12.00	76.00	-2.50	167.4341985899
2.50	13.00	76.00	-2.50	190.2163837117
5.00	13.00	76.00	-2.50	191.4878260031
7.50	13.00	76.00	-2.50	193.5474379444
10.00	13.00	76.00	-2.50	196.3179457204
12.50	13.00	76.00	-2.50	199.2172254642
15.00	13.00	76.00	-2.50	202.7656498164
2.50	14.00	76.00	-2.50	222.5416981805
5.00	14.00	76.00	-2.50	223.5737436525
7.50	14.00	76.00	-2.50	225.2621116906
10.00	14.00	76.00	-2.50	227.5638600838
12.50	14.00	76.00	-2.50	229.9752886059
15.00	14.00	76.00	-2.50	233.1855122128
2.50	15.00	76.00	-2.50	254.8353228628
5.00	15.00	76.00	-2.50	255.7056786242
7.50	15.00	76.00	-2.50	257.1386602565
10.00	15.00	76.00	-2.50	259.1097817246
12.50	15.00	76.00	-2.50	261.5881693388
15.00	15.00	76.00	-2.50	263.9633267228
2.50	16.00	76.00	-2.50	286.7187962887
5.00	16.00	76.00	-2.50	287.4824328399
7.50	16.00	76.00	-2.50	288.7450271531
10.00	16.00	76.00	-2.50	290.4922428541
12.50	16.00	76.00	-2.50	292.7055698691
15.00	16.00	76.00	-2.50	295.3643070730
2.50	17.00	76.00	-2.50	318.0375947434
5.00	17.00	76.00	-2.50	318.7331787620
7.50	17.00	76.00	-2.50	319.8865095593
10.00	17.00	76.00	-2.50	321.4890250493
12.50	17.00	76.00	-2.50	323.5294725388
15.00	17.00	76.00	-2.50	325.9944935626
2.50	18.00	76.00	-2.50	348.7620680987
5.00	18.00	76.00	-2.50	349.4172460241
7.50	18.00	76.00	-2.50	350.5056389189
10.00	18.00	76.00	-2.50	352.0220735936
12.50	18.00	76.00	-2.50	353.9596391994
15.00	18.00	76.00	-2.50	356.3099457073
2.50	19.00	76.00	-2.50	378.9210266757
5.00	19.00	76.00	-2.50	379.5562117274
7.50	19.00	76.00	-2.50	380.6127009607
10.00	19.00	76.00	-2.50	382.0873325859
12.50	19.00	76.00	-2.50	383.9757962968
15.00	19.00	76.00	-2.50	386.2727095380
2.50	20.00	76.00	-2.50	408.5658435006
5.00	20.00	76.00	-2.50	409.1967326451
7.50	20.00	76.00	-2.50	410.2468732858
10.00	20.00	76.00	-2.50	411.7142533745
12.50	20.00	76.00	-2.50	413.5960454537
15.00	20.00	76.00	-2.50	415.8885726165
2.50	8.00	81.00	-2.50	54.6553275083
2.50	9.00	81.00	-2.50	76.1252048094
5.00	9.00	81.00	-2.50	79.8481401610
7.50	9.00	81.00	-2.50	80.8861617741
2.50	10.00	81.00	-2.50	100.8155897709
5.00	10.00	81.00	-2.50	103.6573531643
7.50	10.00	81.00	-2.50	105.5597293275
10.00	10.00	81.00	-2.50	107.3579996042
2.50	11.00	81.00	-2.50	128.5401409351
5.00	11.00	81.00	-2.50	130.6615900958
7.50	11.00	81.00	-2.50	133.6688581885
10.00	11.00	81.00	-2.50	135.9687781961
12.50	11.00	81.00	-2.50	136.4376356999
2.50	12.00	81.00	-2.50	158.8981785943
5.00	12.00	81.00	-2.50	160.5247521356
7.50	12.00	81.00	-2.50	163.1186490033
10.00	12.00	81.00	-2.50	166.1468825008
12.50	12.00	81.00	-2.50	168.8875551776
15.00	12.00	81.00	-2.50	167.8265251869
2.50	13.00	81.00	-2.50	191.1404325404
5.00	13.00	81.00	-2.50	192.4181008641
7.50	13.00	81.00	-2.50	194.4871862669
10.00	13.00	81.00	-2.50	197.2691545371
12.50	13.00	81.00	-2.50	200.1837499291
15.00	13.00	81.00	-2.50	203.5314626488
2.50	14.00	81.00	-2.50	224.3550749680
5.00	14.00	81.00	-2.50	225.3875833991
7.50	14.00	81.00	-2.50	227.0760637746
10.00	14.00	81.00	-2.50	229.3766261569
12.50	14.00	81.00	-2.50	231.7904790547
15.00	14.00	81.00	-2.50	234.9977951946
2.50	15.00	81.00	-2.50	257.7756221752
5.00	15.00	81.00	-2.50	258.6389823644
7.50	15.00	81.00	-2.50	260.0598753394
10.00	15.00	81.00	-2.50	262.0131828834
12.50	15.00	81.00	-2.50	264.4671778693
15.00	15.00	81.00	-2.50	266.8261592061
2.50	16.00	81.00	-2.50	290.9222918544
5.00	16.00	81.00	-2.50	291.6713670613
7.50	16.00	81.00	-2.50	292.9094057608
10.00	16.00	81.00	-2.50	294.6216456187
12.50	16.00	81.00	-2.50	296.7889952920
15.00	16.00	81.00	-2.50	299.3892797679
2.50	17.00	81.00	-2.50	323.5635060308
5.00	17.00	81.00	-2.50	324.2373852721
7.50	17.00	81.00	-2.50	325.3543319502
10.00	17.00	81.00	-2.50	326.9054759601
12.50	17.00	81.00	-2.50	328.8791508632
15.00	17.00	81.00	-2.50	331.2615076735
2.50	18.00	81.00	-2.50	355.6228509370
5.00	18.00	81.00	-2.50	356.2495695618
7.50	18.00	81.00	-2.50	357.2903684447
10.00	18.00	81.00	-2.50	358.7398432997
12.50	18.00	81.00	-2.50	360.5907864469
15.00	18.00	81.00	-2.50	362.8344804137
2.50	19.00	81.00	-2.50	387.1043323602
5.00	19.00	81.00	-2.50	387.7044870928
7.50	19.00	81.00	-2.50	388.7024755297
10.00	19.00	81.00	-2.50	390.0949780765
12.50	19.00	81.00	-2.50	391.8775011491
15.00	19.00	81.00	-2.50	394.0444969420
2.50	20.00	81.00	-2.50	418.0476812245
5.00	20.00	81.00	-2.50	418.6369400183
7.50	20.00	81.00	-2.50	419.6176397487
10.00	20.00	81.00	-2.50	420.9877060701
12.50	20.00	81.00	-2.50	422.7442722494
15.00	20.00	81.00	-2.50	424.8836968568
2.50	8.00	83.50	-2.50	54.6553282475
2.50	9.00	83.50	-2.50	76.1253438422
5.00	9.00	83.50	-2.50	79.8487719042
7.50	9.00	83.50	-2.50	80.8854512715
2.50	10.00	83.50	-2.50	100.8191624008
5.00	10.00	83.50	-2.50	103.6616207016
7.50	10.00	83.50	-2.50	105.5174869853
10.00	10.00	83.50	-2.50	107.3615552334
2.50	11.00	83.50	-2.50	128.5706602346
5.00	11.00	83.50	-2.50	130.6942725552
7.50	11.00	83.50	-2.50	133.7051722775
10.00	11.00	83.50	-2.50	135.9348231528
12.50	11.00	83.50	-2.50	136.4740663410
2.50	12.00	83.50	-2.50	159.0311021521
5.00	12.00	83.50	-2.50	160.6611752467
7.50	12.00	83.50	-2.50	163.2605561054
10.00	12.00	83.50	-2.50	166.2959618521
12.50	12.00	83.50	-2.50	168.9479754222
15.00	12.00	83.50	-2.50	167.9760602074
2.50	13.00	83.50	-2.50	191.5112947948
5.00	13.00	83.50	-2.50	192.7921668311
7.50	13.00	83.50	-2.50	194.8662069593
10.00	13.00	83.50	-2.50	197.6543435764
12.50	13.00	83.50	-2.50	200.5768502714
15.00	13.00	83.50	-2.50	203.8252141943
2.50	14.00	83.50	-2.50	225.1194676762
5.00	14.00	83.50	-2.50	226.1530221729
7.50	14.00	83.50	-2.50	227.8429446804
10.00	14.00	83.50	-2.50	230.1449135053
12.50	14.00	83.50	-2.50	232.5618216726
15.00	14.00	83.50	-2.50	235.7706323772
2.50	15.00	83.50	-2.50	259.0601686266
5.00	15.00	83.50	-2.50	259.9214110619
7.50	15.00	83.50	-2.50	261.3385719461
10.00	15.00	83.50	-2.50	263.2862360497
12.50	15.00	83.50	-2.50	265.7322763806
15.00	15.00	83.50	-2.50	268.0867829134
2.50	16.00	83.50	-2.50	292.8061249216
5.00	16.00	83.50	-2.50	293.5497126657
7.50	16.00	83.50	-2.50	294.7784708428
10.00	16.00	83.50	-2.50	296.4774369667
12.50	16.00	83.50	-2.50	298.6272459045
15.00	16.00	83.50	-2.50	301.2053870470
2.50	17.00	83.50	-2.50	326.0854245558
5.00	17.00	83.50	-2.50	326.7505863813
7.50	17.00	83.50	-2.50	327.8529073578
10.00	17.00	83.50	-2.50	329.3833742597
12.50	17.00	83.50	-2.50	331.3301259578
15.00	17.00	83.50	-2.50	333.6790771525
2.50	18.00	83.50	-2.50	358.7954014826
5.00	18.00	83.50	-2.50	359.4103554561
7.50	18.00	83.50	-2.50	360.4314719391
10.00	18.00	83.50	-2.50	361.8532382453
12.50	18.00	83.50	-2.50	363.6683034382
15.00	18.00	83.50	-2.50	365.8677835790
2.50	19.00	83.50	-2.50	390.9253103344
5.00	19.00	83.50	-2.50	391.5107642629
7.50	19.00	83.50	-2.50	392.4841943228
10.00	19.00	83.50	-2.50	393.8422010837
12.50	19.00	83.50	-2.50	395.5801915902
15.00	19.00	83.50	-2.50	397.6925137889
2.50	20.00	83.50	-2.50	422.5074703039
5.00	20.00	83.50	-2.50	423.0791113052
7.50	20.00	83.50	-2.50	424.0304121405
10.00	20.00	83.50	-2.50	425.3592524441
12.50	20.00	83.50	-2.50	427.0627173824
15.00	20.00	83.50	-2.50	429.1371332168
2.50	8.00	86.00	-2.50	54.6553286633
2.50	9.00	86.00	-2.50	76.1254358674
5.00	9.00	86.00	-2.50	79.8493122156
7.50	9.00	86.00	-2.50	80.8847150670
2.50	10.00	86.00	-2.50	100.8217800842
5.00	10.00	86.00	-2.50	103.6647746788
7.50	10.00	86.00	-2.50	105.4759384045
10.00	10.00	86.00	-2.50	107.3638536966
2.50	11.00	86.00	-2.50	128.5946389124
5.00	11.00	86.00	-2.50	130.7200575396
7.50	11.00	86.00	-2.50	133.7340728697
10.00	11.00	86.00	-2.50	135.8953835424
12.50	11.00	86.00	-2.50	136.5026823034
2.50	12.00	86.00	-2.50	159.1411782644
5.00	12.00	86.00	-2.50	160.7743971559
7.50	12.00	86.00	-2.50	163.3787327317
10.00	12.00	86.00	-2.50	166.4206747562
12.50	12.00	86.00	-2.50	168.9857658330
15.00	12.00	86.00	-2.50	168.1008490614
2.50	13.00	86.00	-2.50	191.8314212140
5.00	13.00	86.00	-2.50	193.1154538949
7.50	13.00	86.00	-2.50	195.1944188568
10.00	13.00	86.00	-2.50	197.9887649686
12.50	13.00	86.00	-2.50	200.9191151377
15.00	13.00	86.00	-2.50	204.0690126732
2.50	14.00	86.00	-2.50	225.8008507801
5.00	14.00	86.00	-2.50	226.8358297309
7.50	14.00	86.00	-2.50	228.5278443917
10.00	14.00	86.00	-2.50	230.8321696654
12.50	14.00	86.00	-2.50	233.2529876403
15.00	14.00	86.00	-2.50	236.4647082286
2.50	15.00	86.00	-2.50	260.2329410736
5.00	15.00	86.00	-2.50	261.0927959093
7.50	15.00	86.00	-2.50	262.5074497843
10.00	15.00	86.00	-2.50	264.4512030850
12.50	15.00	86.00	-2.50	266.8915467008
15.00	15.00	86.00	-2.50	269.2434797789
2.50	16.00	86.00	-2.50	294.5560586642
5.00	16.00	86.00	-2.50	295.2951466985
7.50	16.00	86.00	-2.50	296.5162756674
10.00	16.00	86.00	-2.50	298.2042906314
12.50	16.00	86.00	-2.50	300.3395631749
15.00	16.00	86.00	-2.50	302.8992590522
2.50	17.00	86.00	-2.50	328.4574114243
5.00	17.00	86.00	-2.50	329.1150486037
7.50	17.00	86.00	-2.50	330.2047364427
10.00	17.00	86.00	-2.50	331.7173250788
12.50	17.00	86.00	-2.50	333.6407665711
15.00	17.00	86.00	-2.50	335.9607466397
2.50	18.00	86.00	-2.50	361.8063921292
5.00	18.00	86.00	-2.50	362.4109645292
7.50	18.00	86.00	-2.50	363.4147077260
10.00	18.00	86.00	-2.50	364.8120056586
12.50	18.00	86.00	-2.50	366.5953690529
15.00	18.00	86.00	-2.50	368.7557496864
2.50	19.00	86.00	-2.50	394.5759567202
5.00	19.00	86.00	-2.50	395.1482899320
7.50	19.00	86.00	-2.50	396.0997971024
10.00	19.00	86.00	-2.50	397.4270005909
12.50	19.00	86.00	-2.50	399.1252074273
15.00	19.00	86.00	-2.50	401.1886551293
2.50	20.00	86.00	-2.50	426.7899100038
5.00	20.00	86.00	-2.50	427.3457273316
7.50	20.00	86.00	-2.50	428.2706175858
10.00	20.00	86.00	-2.50	429.5624098061
12.50	20.00	86.00	-2.50	431.2181310744
15.00	20.00	86.00	-2.50	433.2340561626
2.50	8.00	91.00	-2.50	54.6553290293
2.50	9.00	91.00	-2.50	76.1255370933
5.00	9.00	91.00	-2.50	79.8502071738
7.50	9.00	91.00	-2.50	80.8832444358
2.50	10.00	91.00	-2.50	100.8251026011
5.00	10.00	91.00	-2.50	103.6688273114
7.50	10.00	91.00	-2.50	105.3958093825
10.00	10.00	91.00	-2.50	107.3659308246
2.50	11.00	91.00	-2.50	128.6282476599
5.00	11.00	91.00	-2.50	130.7564131167
7.50	11.00	91.00	-2.50	133.7753944844
10.00	11.00	91.00	-2.50	135.8072680668
12.50	11.00	91.00	-2.50	136.5425062724
2.50	12.00	91.00	-2.50	159.3074661539
5.00	12.00	91.00	-2.50	160.9459783449
7.50	12.00	91.00	-2.50	163.5587073567
10.00	12.00	91.00	-2.50	166.6119047768
12.50	12.00	91.00	-2.50	169.0084576058
15.00	12.00	91.00	-2.50	168.2912313625
2.50	13.00	91.00	-2.50	192.3447621748
5.00	13.00	91.00	-2.50	193.6347874408
7.50	13.00	91.00	-2.50	195.7231695002
10.00	13.00	91.00	-2.50	198.5295570736
12.50	13.00	91.00	-2.50	201.4749282855
15.00	13.00	91.00	-2.50	204.4312001667
2.50	14.00	91.00	-2.50	226.9462213064
5.00	14.00	91.00	-2.50	227.9848038360
7.50	14.00	91.00	-2.50	229.6823189906
10.00	14.00	91.00	-2.50	231.9933193608
12.50	14.00	91.00	-2.50	234.4236577129
15.00	14.00	91.00	-2.50	237.6441713976
2.50	15.00	91.00	-2.50	262.2761207222
5.00	15.00	91.00	-2.50	263.1349319310
7.50	15.00	91.00	-2.50	264.5474827043
10.00	15.00	91.00	-2.50	266.4875427722
12.50	15.00	91.00	-2.50	268.9218919073
15.00	15.00	91.00	-2.50	271.2731642760
2.50	16.00	91.00	-2.50	297.6859508458
5.00	16.00	91.00	-2.50	298.4184992133
7.50	16.00	91.00	-2.50	299.6284832600
10.00	16.00	91.00	-2.50	301.3003844946
12.50	16.00	91.00	-2.50	303.4140776809
15.00	16.00	91.00	-2.50	305.9461167766
2.50	17.00	91.00	-2.50	332.7815920234
5.00	17.00	91.00	-2.50	333.4272035147
7.50	17.00	91.00	-2.50	334.4966763039
10.00	17.00	91.00	-2.50	335.9806044889
12.50	17.00	91.00	-2.50	337.8665884824
15.00	17.00	91.00	-2.50	340.1398790047
2.50	18.00	91.00	-2.50	367.3723617845
5.00	18.00	91.00	-2.50	367.9596981320
7.50	18.00	91.00	-2.50	368.9345840722
10.00	18.00	91.00	-2.50	370.2912111809
12.50	18.00	91.00	-2.50	372.0218294417
15.00	18.00	91.00	-2.50	374.1170741420
2.50	19.00	91.00	-2.50	401.3941504862
5.00	19.00	91.00	-2.50	401.9442774059
7.50	19.00	91.00	-2.50	402.8586711761
10.00	19.00	91.00	-2.50	404.1337055735
12.50	19.00	91.00	-2.50	405.7644924751
15.00	19.00	91.00	-2.50	407.7450435323
2.50	20.00	91.00	-2.50	434.8503510916
5.00	20.00	91.00	-2.50	435.3791016845
7.50	20.00	91.00	-2.50	436.2588044031
10.00	20.00	91.00	-2.50	437.4871822684
12.50	20.00	91.00	-2.50	439.0611317403
15.00	20.00	91.00	-2.50	440.9767923146
2.50	8.00	88.50	-2.50	54.6553288975
2.50	9.00	88.50	-2.50	76.1254967778
5.00	9.00	88.50	-2.50	79.8497851248
7.50	9.00	88.50	-2.50	80.8839744969
2.50	10.00	88.50	-2.50	100.8236978114
5.00	10.00	88.50	-2.50	103.6671053030
7.50	10.00	88.50	-2.50	105.4353250227
10.00	10.00	88.50	-2.50	107.3652291024
2.50	11.00	88.50	-2.50	128.6134683516
5.00	11.00	88.50	-2.50	130.7403891118
7.50	11.00	88.50	-2.50	133.7570767141
10.00	11.00	88.50	-2.50	135.8535021658
12.50	11.00	88.50	-2.50	136.5250716003
2.50	12.00	88.50	-2.50	159.2322287211
5.00	12.00	88.50	-2.50	160.8682538890
7.50	12.00	88.50	-2.50	163.4770301614
10.00	12.00	88.50	-2.50	166.5248921436
12.50	12.00	88.50	-2.50	169.0048243841
15.00	12.00	88.50	-2.50	168.2047970680
2.50	13.00	88.50	-2.50	192.1073206397
5.00	13.00	88.50	-2.50	193.3944172282
7.50	13.00	88.50	-2.50	195.4781851487
10.00	13.00	88.50	-2.50	198.2786480089
12.50	13.00	88.50	-2.50	201.2166497563
15.00	13.00	88.50	-2.50	204.2691374002
2.50	14.00	88.50	-2.50	226.4072899800
5.00	14.00	88.50	-2.50	227.4439725652
7.50	14.00	88.50	-2.50	229.1385641766
10.00	14.00	88.50	-2.50	231.4459645859
12.50	14.00	88.50	-2.50	233.8713218894
15.00	14.00	88.50	-2.50	237.0870365603
2.50	15.00	88.50	-2.50	261.3022963845
5.00	15.00	88.50	-2.50	262.1613751169
7.50	15.00	88.50	-2.50	263.5745494172
10.00	15.00	88.50	-2.50	265.5158479623
12.50	15.00	88.50	-2.50	267.9523972339
15.00	15.00	88.50	-2.50	270.3033430361
2.50	16.00	88.50	-2.50	296.1801181156
5.00	16.00	88.50	-2.50	296.9155641474
7.50	16.00	88.50	-2.50	298.1304981355
10.00	16.00	88.50	-2.50	299.8095799200
12.50	16.00	88.50	-2.50	301.9329278439
15.00	16.00	88.50	-2.50	304.4773958981
2.50	17.00	88.50	-2.50	330.6870540559
5.00	17.00	88.50	-2.50	331.3382159615
7.50	17.00	88.50	-2.50	332.4170237015
10.00	17.00	88.50	-2.50	333.9141967184
12.50	17.00	88.50	-2.50	335.8175077276
15.00	17.00	88.50	-2.50	338.1124211176
2.50	18.00	88.50	-2.50	364.6630778546
5.00	18.00	88.50	-2.50	365.2584907575
7.50	18.00	88.50	-2.50	366.2469011731
10.00	18.00	88.50	-2.50	367.6225945497
12.50	18.00	88.50	-2.50	369.3779485698
15.00	18.00	88.50	-2.50	371.5037544653
2.50	19.00	88.50	-2.50	398.0633377385
5.00	19.00	88.50	-2.50	398.6239477261
7.50	19.00	88.50	-2.50	399.5558635023
10.00	19.00	88.50	-2.50	400.8555316832
12.50	19.00	88.50	-2.50	402.5181605271
15.00	19.00	88.50	-2.50	404.5378746400
2.50	20.00	88.50	-2.50	430.9020003439
5.00	20.00	88.50	-2.50	431.4435804249
7.50	20.00	88.50	-2.50	432.3447036085
10.00	20.00	88.50	-2.50	433.6031461905
12.50	20.00	88.50	-2.50	435.2158713888
15.00	20.00	88.50	-2.50	437.1790901201
2.50	8.00	93.50	-2.50	54.6553291035
2.50	9.00	93.50	-2.50	76.1255637772
5.00	9.00	93.50	-2.50	79.8505897044
7.50	9.00	93.50	-2.50	80.8825327109
2.50	10.00	93.50	-2.50	100.8261315684
5.00	10.00	93.50	-2.50	103.6700995178
7.50	10.00	93.50	-2.50	105.3574956447
10.00	10.00	93.50	-2.50	107.3661444050
2.50	11.00	93.50	-2.50	128.6398437370
5.00	11.00	93.50	-2.50	130.7690373163
7.50	11.00	93.50	-2.50	133.7899908846
10.00	11.00	93.50	-2.50	135.7599241693
12.50	11.00	93.50	-2.50	136.5560051199
2.50	12.00	93.50	-2.50	159.3695825968
5.00	12.00	93.50	-2.50	161.0102863897
7.50	12.00	93.50	-2.50	163.6265129990
10.00	12.00	93.50	-2.50	166.6845002252
12.50	12.00	93.50	-2.50	168.9994608724
15.00	12.00	93.50	-2.50	168.3629760058
2.50	13.00	93.50	-2.50	192.5488389512
5.00	13.00	93.50	-2.50	193.8416315455
7.50	13.00	93.50	-2.50	195.9343924276
10.00	13.00	93.50	-2.50	198.7464417356
12.50	13.00	93.50	-2.50	201.6988376658
15.00	13.00	93.50	-2.50	204.5601959835
2.50	14.00	93.50	-2.50	227.4244779375
5.00	14.00	93.50	-2.50	228.4650880348
7.50	14.00	93.50	-2.50	230.1657585425
10.00	14.00	93.50	-2.50	232.4807222739
12.50	14.00	93.50	-2.50	234.9163277012
15.00	14.00	93.50	-2.50	238.1422136504
2.50	15.00	93.50	-2.50	263.1618444219
5.00	15.00	93.50	-2.50	264.0208073833
7.50	15.00	93.50	-2.50	265.4334419782
10.00	15.00	93.50	-2.50	267.3732718423
12.50	15.00	93.50	-2.50	269.8067477295
15.00	15.00	93.50	-2.50	272.1594250959
2.50	16.00	93.50	-2.50	299.0808461477
5.00	16.00	93.50	-2.50	299.8111419670
7.50	16.00	93.50	-2.50	301.0172555848
10.00	16.00	93.50	-2.50	302.6834968261
12.50	16.00	93.50	-2.50	304.7895062459
15.00	16.00	93.50	-2.50	307.3115493201
2.50	17.00	93.50	-2.50	334.7479431555
5.00	17.00	93.50	-2.50	335.3888205006
7.50	17.00	93.50	-2.50	336.4503221123
10.00	17.00	93.50	-2.50	337.9229216705
12.50	17.00	93.50	-2.50	339.7940538721
15.00	17.00	93.50	-2.50	342.0487632873
2.50	18.00	93.50	-2.50	369.9408264803
5.00	18.00	93.50	-2.50	370.5210483856
7.50	18.00	93.50	-2.50	371.4840164638
10.00	18.00	93.50	-2.50	372.8238327137
12.50	18.00	93.50	-2.50	374.5326246241
15.00	18.00	93.50	-2.50	376.6008765530
2.50	19.00	93.50	-2.50	404.5747576819
5.00	19.00	93.50	-2.50	405.1155054841
7.50	19.00	93.50	-2.50	406.0142196140
10.00	19.00	93.50	-2.50	407.2672040890
12.50	19.00	93.50	-2.50	408.8694774455
15.00	19.00	93.50	-2.50	410.8149399060
2.50	20.00	93.50	-2.50	438.6412189492
5.00	20.00	93.50	-2.50	439.1583934233
7.50	20.00	93.50	-2.50	440.0187655152
10.00	20.00	93.50	-2.50	441.2200054975
12.50	20.00	93.50	-2.50	442.7589421367
15.00	20.00	93.50	-2.50	444.6316393010
2.50	8.00	96.00	-2.50	54.6553291452
2.50	9.00	96.00	-2.50	76.1255814387
5.00	9.00	96.00	-2.50	79.8509404679
2.50	10.00	96.00	-2.50	100.8268852115
5.00	10.00	96.00	-2.50	103.6710393528
7.50	10.00	96.00	-2.50	105.3204449326
10.00	10.00	96.00	-2.50	107.3660068045
2.50	11.00	96.00	-2.50	128.6489394727
5.00	11.00	96.00	-2.50	130.7789799099
7.50	11.00	96.00	-2.50	133.8016335500
10.00	11.00	96.00	-2.50	135.7114296188
12.50	11.00	96.00	-2.50	136.5663819304
2.50	12.00	96.00	-2.50	159.4208275851
5.00	12.00	96.00	-2.50	161.0634531116
7.50	12.00	96.00	-2.50	163.6827586768
10.00	12.00	96.00	-2.50	166.7450333299
12.50	12.00	96.00	-2.50	168.9801882803
15.00	12.00	96.00	-2.50	168.4224214350
2.50	13.00	96.00	-2.50	192.7240306317
5.00	13.00	96.00	-2.50	194.0194130075
7.50	13.00	96.00	-2.50	196.1162873826
10.00	13.00	96.00	-2.50	198.9336874883
12.50	13.00	96.00	-2.50	201.8927224326
15.00	13.00	96.00	-2.50	204.6605535390
2.50	14.00	96.00	-2.50	227.8483185088
5.00	14.00	96.00	-2.50	228.8910273838
7.50	14.00	96.00	-2.50	230.5949905923
10.00	14.00	96.00	-2.50	232.9141477490
12.50	14.00	96.00	-2.50	235.3551783944
15.00	14.00	96.00	-2.50	238.5868174398
2.50	15.00	96.00	-2.50	263.9664557555
5.00	15.00	96.00	-2.50	264.8259122991
7.50	15.00	96.00	-2.50	266.2392091019
10.00	15.00	96.00	-2.50	268.1796366241
12.50	15.00	96.00	-2.50	270.6133342509
15.00	15.00	96.00	-2.50	272.9682915297
2.50	16.00	96.00	-2.50	300.3717510039
5.00	16.00	96.00	-2.50	301.1003522716
7.50	16.00	96.00	-2.50	302.3035296553
10.00	16.00	96.00	-2.50	303.9654278149
12.50	16.00	96.00	-2.50	306.0654622398
15.00	16.00	96.00	-2.50	308.5796213253
2.50	17.00	96.00	-2.50	336.5927256367
5.00	17.00	96.00	-2.50	337.2295899243
