H	T	d	Uc	L
5.29	5.41	36.77	1.87	67.2436
1.8	5.46	39.27	1.41	61.2335
2.84	5.5	41.78	1.83	66.6144
6.24	5.5	29.6	0.6	55.5479
4.73	5.51	45.05	0.47	55.418
2.62	5.52	45.8	-0.92	38.9056
5.28	5.55	42.39	1.7	67.9739
3.51	5.56	28.88	0.26	53.2298
8.04	5.58	47.6	2.41	74.4732
6.13	5.61	33.03	0.07	51.8468
2.36	5.62	37.97	-2.14	19.7416
1.44	5.65	26.43	-0.53	44.1585
1.09	5.67	29.17	-1.04	37.89
7.76	5.69	40.48	0.06	55.1832
6.31	5.7	29.55	-0.54	47.8019
8.56	5.79	37.14	1.5	70.7647
1.22	5.82	39.93	-0.95	41.5635
2.17	5.85	25.02	-2.2	21.5405
7.41	5.86	44.21	-0.11	56.0118
4.02	5.9	43.45	2.28	80.1268
3.73	5.95	47.4	2.13	79.7288
1.24	6	27.36	-2.11	25.978
4.2	6.02	42.17	0.47	64.4122
4.78	6.07	23.78	-1.5	39.6342
2.46	6.12	31.62	-0.65	51.4448
4.39	6.15	45.39	0.75	70.3189
4.71	6.18	38.99	-1.59	40.4598
5.61	6.19	27.05	-1.33	45.6443
4.64	6.23	47.58	-0.69	55.1726
4.89	6.26	47.17	-1.04	51.9815
3.4	6.4	32.35	-0.18	63.183
2.5	6.4	29.54	-2.18	33.7724
3.89	6.43	37.92	-1.99	36.5877
6.44	6.43	34.24	-0.06	65.8845
3.96	6.43	47.88	2.49	94.863
2.69	6.45	33.38	-0.72	56.7257
7.94	6.57	44.89	-0.93	59.5871
5.08	6.6	42.66	1.12	84.4974
7.86	6.68	46.04	0.1	78.2982
5.4	6.74	44.99	0.69	82.7447
2.21	6.74	46.97	-0.53	64.3799
5.6	6.8	27.09	-1.74	48.7343
1.4	6.83	39.73	-0.56	65.0993
1.9	6.85	29.93	-1.86	45.3526
1.04	6.88	40.87	-1.15	57.1675
4.31	6.92	25.13	-1.82	49.7738
4.76	7	40.87	-0.77	68.8583
3.1	7.07	36.19	-1.56	56.0572
5.3	7.07	38.59	-0.73	71.47
2.3	7.24	41.07	-2.29	44.752
1.96	7.27	48.68	-1.15	65.3504
1.06	7.28	41.23	-0.73	71.7351
3	7.29	34.92	-1.8	55.9504
3.47	7.32	31.42	-2.05	52.992
1.01	7.36	34.75	-1.29	64.0633
2.5	7.4	46.46	0.37	91.1866
1.02	7.49	38.54	-0.86	74.0955
1.28	7.53	32.89	-2.29	48.3652
7.03	7.55	39.48	-2.42	51.2329
3.04	7.6	34.06	-1.49	67.102
5.01	7.62	35.41	-1.79	64.4219
3.55	7.77	43.3	-0.72	84.1316
2.14	7.77	43.56	-1.92	62.0657
2.65	7.85	44.36	-0.89	82.3347
7.78	8.14	40.99	-2.12	68.815
1.86	8.42	39.61	-2.43	63.9961
2.14	8.79	47.39	-2.47	71.4224
1.2	2.55	38.39	2.01	19.4277
2.24	2.64	26.18	1.68	19.1969
1.76	2.77	41.87	1.02	17.4404
2.08	2.79	44.32	1.47	19.8351
2	2.81	45.35	2.04	23.1585
1.94	2.82	39.37	0.89	17.526
1.54	2.92	35.43	-0.12	13.1258
2.37	2.93	25.36	1.98	24.018
2.78	2.99	30.32	0.86	19.6918
1.05	3.04	44.85	0.4	17.3613
1.45	3.13	39.92	-0.32	13.7321
1.09	3.23	32.22	1.21	23.8708
2.42	3.41	37.34	0.68	23.1076
2.49	3.45	36.74	1.58	29.5683
1.99	3.48	39.05	1.07	26.6229
2.04	3.55	27	-0.2	19.2974
2.82	3.58	46.15	0.03	21.292
3.62	3.62	32.86	1.55	31.4326
1.19	3.63	38.86	-1.12	11.5678
3.79	3.7	46.33	1.48	32.3484
2.1	3.74	38.53	1.15	30.8794
1.18	3.76	36.98	-0.83	16.3813
3.42	3.78	41.72	1.03	30.4009
2.76	3.88	28.32	0.92	31.6575
3.15	3.9	40.9	2.48	42.2408
1.04	3.92	38.6	2.38	40.5614
2.5	3.94	35.51	1.48	36.1506
4.4	3.99	48.49	1.99	40.0603
3.92	4.09	27.73	0.42	31.2533
2.15	4.13	47.98	1.5	38.8948
4.1	4.15	31.69	1.76	42.3171
4.58	4.16	37.11	0.63	33.7824
1.92	4.23	32.67	-1.38	15.2352
5.23	4.31	21.46	0.76	37.6994
3.47	4.33	35.82	1.63	43.8153
5.1	4.34	29.4	1.88	44.0626
3.64	4.41	26.22	-0.23	30.0174
3.57	4.45	29.72	-0.36	29.0283
4.91	4.46	48.09	0.73	38.8462
5.5	4.54	39.4	2.32	52.7888
2.2	4.61	46.52	-0.03	34.3281
1.66	4.66	28.43	0.98	42.9621
4.23	4.68	36.15	1.52	50.1384
2.64	4.74	33.56	0.26	39.0523
4.76	4.83	40.87	2.38	59.3657
6.86	4.92	34.08	0.9	48.9969
6.72	4.94	33.34	1.37	53.0262
4.28	4.95	31.18	-0.79	32.2865
2.98	4.96	28.6	-0.01	40.2849
3.25	4.99	25.07	0.17	42.4275
6.79	5.09	37.31	1.06	52.8909
5.09	5.1	36.87	-0.52	37.9299
5.12	5.11	37.29	0.98	51.6529
3.21	5.13	35.98	1.22	53.0656
2.95	5.14	44.36	-1.66	23.0315
5.05	5.15	41.29	1.63	59.4106
3.91	5.16	37.58	-1.02	31.9569
7.17	5.19	41.16	1.09	55.2699
4.93	5.19	25.7	-0.48	39.628
2	5.21	36.24	-0.56	37.5347
2.52	5.26	30.45	0.59	50.2252
6.33	5.28	48.34	0.11	47.5266
3.13	5.28	37.57	-0.82	36.7513
3.8	5.29	29.31	1.23	57.7265
4.43	5.32	46.92	0.44	51.3881
2.46	5.34	34.17	0.03	46.0869
3.11	5.34	34.84	-0.09	45.6494
1.53	5.35	35.91	-0.64	38.2874
5.6	5.36	42.89	2.25	69.1928
3.96	5.39	29.55	-1.02	35.2565
2.33	5.42	42.97	0.6	53.0094
5.24	5.43	36.82	-0.37	44.1523
1.04	5.45	33.52	1.74	63.9821
2.63	5.48	26.92	-1.41	31.8389
1.04	5.49	47.46	-0.54	41.1324
1.39	5.51	35.49	0.76	55.7341
1.92	5.53	18.75	-1.64	28.7779
7.21	5.6	49.53	0.71	59.5937
3.43	5.63	40.51	0.33	55.0554
2.26	5.69	34.35	-2.02	23.0591
6.87	5.76	31.61	0.6	60.2956
3.09	5.77	38.29	0.18	55.6755
5.34	5.78	31.48	-0.58	47.1192
6.54	5.8	34.77	-0.46	50.1731
2.42	5.8	47.6	-0.35	49.6539
3.28	5.87	43.33	-0.63	48.5487
3.46	5.9	33.17	-0.05	55.6561
7.24	5.93	38.88	-0.12	57.5189
9.41	5.97	38.98	0.65	67.6054
1.97	5.97	27.1	-2.16	25.8175
6.97	5.99	41.82	2.11	82.3178
7.01	6	36.87	-0.29	56.578
1.34	6.03	33.5	0.84	66.4841
4.34	6.06	43.16	-0.38	55.344
5.12	6.09	43.13	-1.57	39.7016
5.5	6.1	40.27	-0.04	61.1456
2.34	6.13	47.35	1.25	73.6342
7.03	6.14	29.52	-0.44	55.5743
2.44	6.17	49.71	1.2	74.0617
6.29	6.19	49.69	-0.38	56.975
4.54	6.29	36.17	0.52	70.5339
8.67	6.29	48.97	-0.19	63.0416
6.41	6.31	39.11	-0.31	60.4264
4.82	6.38	39.57	0.27	69.819
4.56	6.38	42.44	-2.07	35.8825
7.57	6.4	36.64	0.34	70.1045
3.91	6.41	39.2	0.16	68.2572
1.47	6.42	37.72	-0.94	52.0187
6.16	6.45	42.49	0	69.5464
3.88	6.45	45.54	-2.36	28.6795
8.65	6.51	46.72	0.08	70.4686
3.59	6.52	47.83	0.36	72.4338
3.13	6.56	46.5	0.47	74.288
6.67	6.61	48.42	-0.93	58.176
1.04	6.65	28.04	-2.06	37.1714
5.48	6.7	36.37	-2.1	41.0541
9.58	6.71	40.86	0.38	78.1496
4.79	6.78	33.4	-1.39	55.3616
2.26	6.83	43.93	-0.43	67.4689
6.92	6.96	42.65	-0.28	76.1226
5.49	6.97	43.6	-0.7	69.742
4.47	6.99	34.87	-0.75	68.3627
1.41	7.04	44.24	0.1	78.9758
6.51	7.07	43.42	0.14	83.4479
1.17	7.16	48.98	-2.16	44.2765
3.04	7.2	46.99	-0.84	69.9225
3.2	7.26	28.84	-1.96	52.7722
3.55	7.33	42.79	-0.83	72.925
1.01	7.42	37.86	-1.29	65.3991
5.15	7.42	31.56	-2.14	51.7005
6.16	7.57	45.51	-0.51	85.948
2.06	7.57	48.58	0.19	92.6072
7.63	7.58	48.16	-0.32	89.1177
6.32	7.64	32.15	-2.07	58.068
5.42	7.7	48.7	-1.58	70.5451
7.84	7.79	43.28	-1.32	80.6038
6.67	7.87	47.83	-1.5	77.9041
2.03	7.94	48.26	-1.05	81.3853
7.89	7.97	44.42	-1.96	69.472
2.66	8.7	45.74	-2.44	71.0923
5.6	8.88	45.96	-2.3	82.5708
8.25	8.97	39.74	-2.49	77.883
1.43	2.03	32.22	2.06	13.6951
2.32	2.44	45.09	2.38	19.6543
2.13	2.51	40.72	1.37	16.5049
1.47	2.64	42.39	2.19	21.3675
1.58	2.66	37.37	1.43	18.4985
1.46	2.84	49.97	0.74	17.2457
3.23	2.95	37.33	2.49	26.7925
3.08	2.99	46.81	2.07	25.5096
1.3	3.1	29.24	1.65	24.5416
1.31	3.12	31.1	1.38	23.4865
1.73	3.15	32.63	1.86	26.6483
2.79	3.18	25.29	2.43	30.3918
1.58	3.21	39.08	0.63	20.691
3.58	3.26	29.77	2.24	30.0626
3.49	3.33	42.16	2.38	31.8025
2.28	3.4	49.33	0.84	24.519
1.69	3.52	33.93	1.24	28.0216
1	3.55	25.3	1.46	29.3455
2.19	3.59	47.7	2.25	35.1679
1.6	3.6	42.97	-0.6	17.1009
4.65	3.68	29.96	2.09	36.2359
2.07	3.71	46.31	0.26	24.538
5.12	3.72	31.79	2.48	39.2049
1.08	3.77	31.43	0.68	27.3432
2.17	3.79	44.13	0.62	27.9718
3.28	3.85	44.82	1.14	32.0049
3.57	3.97	27.38	1.89	39.7271
3.08	4	40.95	2.4	43.3875
3.72	4.05	29.35	0.56	31.4411
1.73	4.07	43.04	0.3	29.2073
2.14	4.09	45.9	-0.08	27.3025
3.38	4.11	29.64	1.19	37.2416
2.41	4.13	46.87	1.14	36.6841
3.14	4.18	49.12	0.08	28.8593
1.85	4.19	47.16	-0.87	20.7933
1.91	4.24	28.21	-0.87	21.5195
6.11	4.27	40.8	1.55	43.3088
1.51	4.29	23.47	-1.13	19.082
1.74	4.33	25.19	0.9	37.2344
6.86	4.43	27.42	1.84	48.6285
6.61	4.47	33.05	2.32	51.9358
6.62	4.48	28.66	1.78	48.5149
1.07	4.5	42.11	2.06	48.5154
4.85	4.52	38.41	1.72	47.166
7.06	4.53	37.9	1.96	50.6973
5.79	4.56	34.63	0.82	41.7895
2.84	4.6	49.14	0.72	41.0621
6.55	4.63	33.35	2.32	54.1865
2.04	4.68	14.07	-1.6	17.4296
1.57	4.72	47.3	-1.31	22.2209
1.98	4.74	17.61	-1.78	14.3182
2.47	4.77	26.59	1.29	47.832
5.57	4.78	35.78	1.27	48.4695
1.19	4.8	35.14	-1.22	23.6844
3.09	4.86	34.72	0.66	44.8171
3.82	4.91	27.32	1.67	54.493
3.18	4.93	16.76	-1.5	22.9139
3.51	4.93	31.97	1.55	53.7274
1.43	4.94	29.84	2.05	56.6931
3.35	4.99	27.59	0.15	42.1949
5.16	5.13	28.19	1.07	52.497
2.68	5.15	31.78	-1.66	22.7584
4.91	5.16	33.69	0.22	45.2839
1.22	5.17	49.6	-0.85	32.8684
2.16	5.2	49.99	1.8	60.0188
1.28	5.42	34.47	0.59	52.2704
1.6	5.42	31.2	-0.43	41.726
3.09	5.43	44.34	-0.82	38.779
7.38	5.52	40.33	0.21	53.466
2.01	5.57	37.05	0.44	53.9577
3.39	5.58	32.95	0.41	54.8405
4.17	5.65	42.97	-0.17	50.5881
3.89	5.66	43.97	-1.63	31.1525
3.45	5.67	18.43	-1.59	31.4847
4.01	5.71	33.7	-0.4	48.9661
6.84	5.79	34.02	0.58	60.9363
1.01	5.83	39.06	1.36	67.9882
3.36	5.83	38.23	-1.81	30.0371
3.12	5.87	34.18	-0.45	50.387
1.22	5.89	41.21	0.27	57.389
3.58	5.9	28.57	-0.91	45.3626
8.27	5.94	47.7	0.6	65.4647
2.36	5.99	36.11	1.02	68.1597
2.81	6.01	42.35	-1.28	42.1209
3.02	6.03	41.68	0.37	62.3559
2.05	6.03	39.54	-1.18	42.7693
5.14	6.05	39.31	-1.61	38.329
2.25	6.05	30.76	-0.74	48.9808
1.37	6.07	43.66	-0.57	50.687
1	6.15	29.42	-2.27	24.0698
1.31	6.16	45.54	-1.92	32.2001
3	6.2	28.93	-0.54	54.7342
3.71	6.21	36.54	0.72	70.4247
3.11	6.22	36.76	0.86	71.5459
3.57	6.23	27.38	-0.94	51.1018
1.3	6.25	38.31	-1.88	34.3565
4.1	6.26	40.04	-0.65	55.5699
5.37	6.29	45.46	-1.21	48.2087
7.57	6.29	36.74	-0.06	63.4204
2.4	6.32	40.07	0	63.2623
6.27	6.36	40.01	0.2	69.801
6.02	6.37	41.95	-0.9	53.6099
2.68	6.38	32.98	-2.42	25.1878
1.77	6.42	40.94	0.65	72.6795
9.98	6.43	40.34	0.09	70.9581
7.88	6.43	42.64	0.18	69.1793
1.97	6.44	42.51	0.3	68.9444
3.72	6.53	39.99	-2.27	32.8891
2.51	6.53	44.39	0.16	69.5445
3.25	6.6	42.54	-1.78	44.4459
2.02	6.63	32.5	-0.84	57.6693
7.86	6.68	45.22	0.3	76.204
7.39	6.69	43.81	-0.28	69.5637
3.26	6.7	43.58	-2.14	40.0068
6	6.73	43.66	-0.99	58.6954
3.44	6.76	38.27	0.22	75.5193
6.67	6.77	40.65	-1.49	53.1973
2.65	6.77	32.83	-1.22	53.2121
7.7	6.83	36.13	-0.57	67.5123
9.55	6.9	38.05	-0.3	75.517
6.61	6.92	44.7	-1.79	50.8276
5.4	6.93	48.88	-2.07	45.183
5.29	6.94	49.25	-0.63	70.015
3.38	6.97	35.78	-1.78	51.3305
3.96	7.02	32.6	-1.21	61.8544
6.31	7.03	48.67	-1.62	54.9714
6.01	7.03	40.62	-0.85	69.5253
4.5	7.09	48.83	-0.7	71.2685
5.51	7.1	37.67	-1.76	52.856
9.96	7.11	49.75	-0.81	72.5231
3.08	7.16	41.14	-0.65	71.7812
6.91	7.25	47.07	-0.21	83.9155
7.66	7.29	49.66	-0.53	81.1324
1.13	7.42	39.11	-1.68	58.6657
4.25	7.45	43.47	-1.96	58.0733
5.49	7.46	44.59	-0.81	78.5027
9.88	7.66	48.7	-0.42	88.2283
5.9	7.72	49.03	-0.58	88.5263
3.91	7.76	34.5	-2.07	61.464
5.5	7.81	37.45	-1.66	71.0929
3.5	7.86	36.97	-1.57	71.6071
3.41	7.9	39.4	-2	64.5112
1.39	7.95	39.58	-2.36	55.4776
7.96	8.33	43.78	-2.21	70.8786
7.38	8.81	46.46	-1.87	90.1784
1.37	2.08	30.28	0.7	9.7843
1.22	2.15	39.41	0.93	11.1299
1.49	2.27	33.41	1.2	13.1835
1.07	2.5	41.69	1.36	16.2102
1.51	2.51	39.88	0.41	12.2422
1.15	2.57	29.24	1.26	16.6473
2.57	2.66	48.07	2.44	22.6158
2.62	2.97	33.28	1.13	20.6702
3.34	3.05	35.64	1.65	24.3934
1.42	3.05	36.6	1.44	22.9721
1.15	3.1	28.9	0.86	20.4314
3.31	3.3	47.86	1.41	26.2801
2.5	3.31	49.28	0.56	21.2606
1.15	3.36	42.74	2.22	30.9146
2.65	3.37	26.55	1.89	30.2239
1.53	3.46	38.19	2.12	32.0814
1.07	3.48	44.44	-0.57	15.4902
1.35	3.52	46.35	0.77	24.9528
2.91	3.55	27.99	2.19	34.5384
2.74	3.58	40.51	1.48	30.9683
2.06	3.63	31.09	0.77	26.8979
2.54	3.78	43.96	1.39	33.0902
1.68	3.8	26.12	1.93	36.1295
1.65	3.82	26.7	0.6	28.0003
2.13	3.92	41.93	-0.77	18.336
1.69	3.97	44.22	-1.22	14.2389
2.39	3.98	25.24	0.52	29.9065
3.47	4.05	45.77	0.98	33.8374
4.54	4.07	27.47	1.63	39.0244
3.81	4.12	40.8	2.15	43.9339
1.54	4.13	25.5	0.34	30.0792
5.31	4.15	30.28	2.23	44.5977
4.58	4.22	29.28	0.43	33.2942
1.62	4.26	37.34	0.98	36.7885
4.38	4.36	32.95	1.33	41.3359
1.64	4.4	39.2	-1.45	15.6254
1.51	4.42	35.83	1.84	45.6365
3.96	4.44	35.26	1.96	48.2118
1.45	4.46	32	-1.51	16.5625
4.4	4.47	41.38	2.05	49.5916
4.88	4.49	35.44	1.74	47.3393
4.33	4.5	20.33	-0.2	32.1189
4.78	4.51	30.81	2.19	51.7294
1.61	4.54	44.71	1.15	42.4149
2.11	4.55	42.03	2.46	52.7841
3.91	4.61	45.91	-0.26	32.1709
2.15	4.66	40.44	1.45	47.1926
2.38	4.67	29.3	1.22	45.6685
3.67	4.68	40.18	0.39	40.1781
2.81	4.72	15.73	-1.24	23.189
3.31	4.78	27.63	-1.14	25.5461
4.57	4.82	28.56	0.54	42.6473
5.1	4.85	29.08	1.03	47.3591
6.43	4.86	46.27	1.13	49.3864
1.13	4.87	26.32	0.09	38.1884
1.81	4.88	22.55	-0.05	37.4861
2.83	4.89	46.74	-1.41	23.0516
5.49	4.91	46.26	-0.1	38.9258
4.13	4.99	47.54	0.7	47.8171
2.93	4.99	30.34	0.88	47.8171
5.58	5.04	38.73	0.61	47.3808
4.49	5.08	26.72	-0.9	33.2313
1.97	5.1	31.7	1.33	53.7576
6.12	5.11	46.48	-0.05	43.3148
2.39	5.21	32.07	0	43.6386
3.36	5.27	41.85	0.03	45.7625
4.76	5.28	29.34	0.28	49.7072
3.38	5.32	46.34	-0.55	40.5422
5.09	5.37	46.68	0.46	51.0551
1.94	5.39	47.18	0.8	54.2285
5.42	5.48	46.42	-0.28	46.0318
5.99	5.49	40.98	-0.15	46.0528
1.24	5.49	19.43	-1.24	32.7237
2.24	5.51	34.71	0.81	56.5665
5.09	5.52	36.56	1.5	65.6772
2.07	5.53	38.24	2.18	70.1135
1.61	5.54	32.04	1.33	61.9378
1.3	5.56	30.01	-1.14	35.1148
4.86	5.58	30.92	-0.11	51.7142
1.12	5.6	40.6	-0.1	48.1296
3.14	5.62	42.93	-1.63	29.7464
3.8	5.66	25.41	-0.23	49.5278
5.16	5.67	43.59	1.2	65.9758
2.54	5.68	30.62	0.55	57.2155
3.57	5.68	37.47	-0.33	48.8845
2.47	5.7	25.97	0.06	50.5014
7	5.72	27.34	-0.43	49.7831
4.41	5.74	40.55	0.93	64.2024
1.04	5.75	43.56	-0.53	45.454
5.87	5.76	33.5	0.05	54.169
5.59	5.78	38.09	0.98	66.0425
1.9	5.81	37.48	1.24	66.6097
2.3	5.81	31.72	0.87	62.8822
1.67	5.84	48.9	1.26	67.4748
2.82	5.88	34.66	0.75	63.3179
4.75	5.93	35.42	0.71	65.7759
4.64	6	26.72	-1.12	44.2753
5.08	6.02	40.2	-0.19	58.2725
3.94	6.02	29.26	-1.9	32.1683
2.08	6.04	33.55	-1.8	33.784
5.8	6.04	35.61	-1.05	47.2097
3.37	6.05	21.35	-1.59	38.6458
1.08	6.08	17.45	-2.35	20.9288
8.13	6.1	39.42	1.34	75.292
5.83	6.11	38.8	0.44	66.7493
4.27	6.13	47.2	1.27	75.1915
8.14	6.16	43.73	1.52	78.8177
7.99	6.21	49.14	-0.03	63.9376
2.22	6.24	42.41	-1.49	41.7388
5.09	6.28	42.39	-0.62	57.0424
2.01	6.41	37.28	-2.19	32.4702
1.85	6.43	44.34	-0.93	52.6698
2.98	6.43	44.41	0.02	66.0668
5.58	6.44	29.49	-1.71	42.9054
3.52	6.45	29.23	-0.98	54.1185
5.64	6.48	34.91	-0.96	54.5313
3.77	6.49	44.6	-0.66	59.4733
4.5	6.49	46.17	0.46	74.0154
6.31	6.51	39.97	-0.64	59.8731
1.48	6.52	39.94	-2.38	28.799
5.9	6.59	48.15	0.2	71.7166
4.14	6.64	35.52	-0.96	58.7626
5.84	6.66	43.38	-0.9	61.5377
1.05	6.72	46.72	0.74	80.1944
4.62	6.84	48.33	-0.51	69.0313
7.81	6.91	42.53	-0.08	75.9894
7.51	6.92	42.03	-1.51	55.8106
5.56	6.98	42.95	0.14	81.3145
6.69	7.04	30.24	-1.52	56.5298
5.6	7.09	44.18	-0.74	71.4068
7.36	7.15	45.81	0.55	89.3416
3.79	7.4	47.31	-0.14	89.3416
2.53	7.55	39	-1.21	70.44
1.3	7.6	45.76	-1.05	73.4823
6.39	7.69	43.84	-2.33	54.1469
5.95	7.7	49.85	-2.37	53.2469
1.73	7.88	44.36	-1.83	65.4344
2.82	7.98	46.22	-1.48	75.2169
4.32	8.18	48.6	-1.32	84.0758
3.39	8.23	44.85	-2.19	67.363
8.42	8.25	48.63	-2.24	68.6472
2.14	8.63	42.17	-2.14	75.5007
1.67	8.78	45.13	-1.6	89.9776
1.36	2.27	36.64	0.97	12.3088
1.41	2.48	27.17	1.85	18.1166
1.22	2.61	41.13	1.72	18.9341
1.29	2.82	43.14	1.11	18.7457
1.65	2.86	38.59	0.03	13.5296
2.18	2.92	34.37	1.62	22.1228
2.22	2.95	32.4	1.63	22.5728
2.81	3.01	45.84	2.21	26.2986
1.64	3.03	31.23	2.38	26.2986
1.74	3.04	40.88	1.11	21.3749
2.32	3.12	37.99	1.2	22.5676
1.6	3.21	28.78	2.34	29.7003
3.53	3.25	32.05	2.04	28.9841
1.46	3.47	32.32	0.96	25.685
3.56	3.57	31.06	1.5	30.5417
1.65	3.61	39.07	1.3	29.701
1.83	3.63	46.21	-0.78	15.1934
2.81	3.72	39.45	-0.26	20.8089
1.34	3.77	46.4	-0.44	19.7603
1.91	3.82	27.39	0.55	27.8288
1.51	3.83	32.29	0.79	29.1882
4.43	4	35.97	2.37	42.9665
3.06	4.02	27.57	1.72	39.0125
5.34	4.06	39.02	2.33	43.8528
1.35	4.18	39.72	-0.69	22.0581
1.3	4.27	26.49	1.71	41.9947
3.49	4.31	23.66	0.64	35.5493
4.87	4.32	23.56	1.05	38.9743
1.45	4.37	48.86	1.93	45.4514
1.18	4.39	18.26	-1.35	17.5664
1.79	4.42	33.02	-1.38	16.9954
3.49	4.44	34	1.23	42.7186
3.37	4.51	33.87	2.48	53.1085
1.81	4.56	44.33	-0.72	26.9438
1.94	4.58	40.37	1.79	48.2218
5.2	4.59	25.14	1	42.9695
5.76	4.63	48.76	1.35	46.9573
4.72	4.64	49.59	1.59	48.1638
3	4.65	39.25	1.79	50.2832
4.51	4.68	47.19	0.08	36.4112
7.53	4.76	48.47	2.37	57.4895
5.27	4.78	44.35	0.5	41.9142
5.24	4.8	37.29	-0.08	37.7934
4.83	4.83	33.28	1.51	52.5363
5.51	4.85	38.18	1.27	49.5031
3.52	4.85	22.61	-0.23	35.4972
2.38	4.87	45.27	1.61	52.3308
2.37	4.9	18.53	-1.77	17.9751
4.06	5	42.59	0.21	43.827
4.11	5.04	35.55	2.13	60.9374
4.37	5.11	20.06	-0.69	35.4205
6.29	5.14	31.71	0.53	49.096
1.91	5.16	24.91	-0.86	33.4322
6.71	5.16	36.11	1.41	56.9068
1.69	5.17	31.49	0.97	51.6481
3.33	5.18	33.55	0.71	50.7586
3.67	5.18	29.13	-0.82	34.3076
4.27	5.21	26.64	-1.26	30.6393
1.4	5.23	46.39	0.28	46.0423
2.78	5.24	31.49	-0.27	41.8604
6.41	5.24	32.51	1.39	57.5247
2.88	5.29	39.78	2.37	67.106
3.4	5.31	41.53	0.51	51.1848
8.5	5.41	39.28	2.33	71.0948
5.24	5.47	31.26	-0.24	45.794
1.1	5.48	26.43	-1.57	27.6958
2.99	5.49	45.76	-1.64	27.631
6.77	5.5	38.75	-0.21	48.0295
7.25	5.52	38.49	1.66	66.6336
4.89	5.55	35.35	0.68	58.5342
2.86	5.58	37.81	-1.34	34.2597
3.36	5.59	44.86	-0.06	50.3495
2.27	5.6	48.19	0.73	57.6171
6.26	5.61	41.78	0.28	54.2575
3.41	5.64	43	2.44	75.665
4.6	5.66	46.31	0.32	56.1827
2.13	5.68	27.08	-0.29	47.9076
1.22	5.7	47.4	-0.71	42.5309
4.54	5.7	45.29	-0.99	40.4673
6.03	5.74	29.28	-0.06	52.6748
8.43	5.78	33.37	0.43	61.9563
3.9	5.83	47.25	-1.61	33.8617
5.32	5.86	33.03	0.55	62.813
6.99	5.91	46.85	2.02	79.799
1.66	5.98	34.18	0.16	58.1292
1.19	5.99	33.6	-2.03	27.3166
6.98	6	36.26	0.3	62.0386
1.8	6.1	44.36	0.45	63.8578
7.79	6.1	45.42	1.29	74.893
8.77	6.1	48.2	1.58	78.4007
4.08	6.14	26.38	-0.71	52.4654
6.04	6.15	48.4	1.69	81.4005
5.33	6.16	46.6	1.6	80.2657
5.11	6.21	45.44	-1.74	38.8134
4.63	6.21	34	0.22	65.7766
2.8	6.23	27.49	-2.06	32.2197
6.78	6.3	41.15	0.39	71.1497
8.38	6.31	48.13	0.83	74.6496
4.78	6.38	38.68	-0.86	55.2725
4.52	6.4	29.77	-1	53.8632
2.21	6.44	30.53	-0.85	54.0765
2.68	6.45	43.46	-0.98	53.2451
5.33	6.46	25.7	-1.46	46.7654
8.71	6.48	49.16	1	80.6046
5.15	6.6	26.57	-1.37	50.4662
8.89	6.61	37.31	0.11	73.3047
2.17	6.72	32.43	-1.4	51.063
1.78	6.83	37.08	-2.27	37.013
5.2	6.86	42.04	-1.11	61.1477
2.05	6.88	43.57	-0.52	67.2731
6.26	6.88	39.78	-0.35	72.8584
3.17	6.95	37.16	-0.73	66.36
3.26	7.02	44.81	-1.17	61.6014
1.14	7.05	28.46	-1.84	48.54
2.14	7.13	34.81	-1.88	50.3218
1.15	7.14	43.32	-0.83	67.4327
1.84	7.2	35.23	-1.37	60.1378
9.22	7.21	40.61	-0.94	72.0815
5.27	7.24	49.76	-2.11	49.6542
8.79	7.25	49.29	-0.74	74.512
3.96	7.25	49.94	-0.59	75.4661
1.6	7.49	46.26	-1.02	71.8428
3.9	7.59	29.66	-2.24	55.134
1.86	7.63	45.75	-0.08	89.6215
1.51	7.83	47.75	-1.08	78.0601
3.61	7.88	32.14	-2.46	55.3155
5.62	7.9	38.36	-2.09	65.0117
1.97	7.92	27.64	-2.37	54.8992
3.8	7.99	47.91	-0.73	89.2412
7.54	8.14	49.49	-2.48	62.056
5.47	8.47	45.06	-1.82	82.9172
3.14	8.67	44.95	-1.98	81.0794
4.51	9.28	46.56	-2.32	89.1199
1.36	2.99	25.89	0.33	16.5913
2.07	4.13	43.61	-0.68	21.3813
6.26	5.09	29.8	0.29	46.0718
8.71	5.51	38.39	2.4	73.3345
6.96	6.12	32.94	0.02	60.712
3.47	6.36	28.87	-1.85	39.3596
9.54	6.63	38.41	0.01	73.5691
3.56	6.83	41.18	0.48	80.3453
8.35	7.88	46.3	-1.86	68.6181
2.1	3.55	45.97	1.16	28.4856
5.75	3.9	26.42	2.23	41.1188
4.59	4.61	39.61	1.12	43.8674
6.66	5.01	44.25	2.46	62.8085
3.44	5.16	43.84	-0.95	32.2847
5.45	5.82	33.17	0.39	60.5586
2.78	6.1	43.7	-1.63	38.5694
3.15	6.81	38.29	0.25	76.5828
9.77	7.54	43.85	-1.34	74.2889
6.18	7.94	37.55	-1.83	74.3791
3.28	3.42	40.03	1.52	28.4744
2.27	4.09	43.58	-0.31	25.3277
1.8	4.17	36.04	1.02	35.8351
6.39	4.88	34.53	1.67	53.791
6.05	4.93	30.13	1.9	56.2268
1.23	4.99	33.9	-1.33	24.74
3.95	5.38	35.92	-1.51	29.2025
1.05	5.9	37.81	-1.2	39.1468
